plate,prefix,number,suffix,province,region,vehicle_type
AB4489DS,AB,4489,DS,Yogyakarta,Yogyakarta,Motorcycle
B7740KTX,B,7740,KTX,Jadetabek,Bekasi Kota,Bus
P7816XS,P,7816,XS,Besuki,Besuki,Bus
DK3999JCA,DK,3999,JCA,Bali,Bali,Motorcycle
B2184BUW,B,2184,BUW,Jadetabek,Jakarta Barat,Motorcycle
P7354LV,P,7354,LV,Besuki,Besuki,Bus
B368SNG,B,368,SNG,Jadetabek,Jakarta Selatan,Private Car
F7070JH,F,7070,JH,Bogor/Sukabumi,Bogor/Sukabumi,Bus
P1261RIJ,P,1261,RIJ,Besuki,Besuki,Private Car
W8613YOZ,W,8613,YOZ,Sidoarjo,Sidoarjo,Truck/Commercial
B7076BTF,B,7076,BTF,Jadetabek,Jakarta Barat,Bus
L8636FFP,L,8636,FFP,Surabaya,Surabaya,Truck/Commercial
DA9769VLV,DA,9769,VLV,Kalsel,Kalsel,Truck/Commercial
R3788TVO,R,3788,TVO,Banyumas,Banyumas,Motorcycle
B6299PG,B,6299,PG,Jadetabek,Jakarta Pusat,Motorcycle
B8225KD,B,8225,KD,Jadetabek,Bekasi Kota,Truck/Commercial
P9265FAQ,P,9265,FAQ,Besuki,Besuki,Truck/Commercial
P4417CHF,P,4417,CHF,Besuki,Besuki,Motorcycle
B7386KU,B,7386,KU,Jadetabek,Bekasi Kota,Bus
B4425EP,B,4425,EP,Jadetabek,Depok,Motorcycle
B1647WIB,B,1647,WIB,Jadetabek,Tangsel,Private Car
AG6797FWD,AG,6797,FWD,Kediri,Kediri,Motorcycle
B7149PA,B,7149,PA,Jadetabek,Jakarta Pusat,Bus
B6840SSG,B,6840,SSG,Jadetabek,Jakarta Selatan,Motorcycle
E3705LIB,E,3705,LIB,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
N1611BKX,N,1611,BKX,Malang,Malang,Private Car
B2104ULB,B,2104,ULB,Jadetabek,Jakarta Utara,Motorcycle
T9679ZVA,T,9679,ZVA,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
E7273EC,E,7273,EC,Cirebon/Indramayu,Cirebon/Indramayu,Bus
P5796MA,P,5796,MA,Besuki,Besuki,Motorcycle
E2332KR,E,2332,KR,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
AA8984SSU,AA,8984,SSU,Kedu,Kedu,Truck/Commercial
DB9722SI,DB,9722,SI,Sulut,Sulut,Truck/Commercial
P7572WMB,P,7572,WMB,Besuki,Besuki,Bus
B6598UR,B,6598,UR,Jadetabek,Jakarta Utara,Motorcycle
P21WB,P,21,WB,Besuki,Besuki,Private Car
B8425EQC,B,8425,EQC,Jadetabek,Depok,Truck/Commercial
AD4708RV,AD,4708,RV,Surakarta,Surakarta,Motorcycle
DB8562QBC,DB,8562,QBC,Sulut,Sulut,Truck/Commercial
DA8893XFT,DA,8893,XFT,Kalsel,Kalsel,Truck/Commercial
T6039WW,T,6039,WW,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
L2172MK,L,2172,MK,Surabaya,Surabaya,Motorcycle
B7889KAC,B,7889,KAC,Jadetabek,Bekasi Kota,Bus
B9051TBX,B,9051,TBX,Jadetabek,Jakarta Timur,Truck/Commercial
B5726SO,B,5726,SO,Jadetabek,Jakarta Selatan,Motorcycle
DK676SHS,DK,676,SHS,Bali,Bali,Private Car
M8664WI,M,8664,WI,Madura,Madura,Truck/Commercial
B7579SHF,B,7579,SHF,Jadetabek,Jakarta Selatan,Bus
B7243KH,B,7243,KH,Jadetabek,Bekasi Kota,Bus
P7470CHC,P,7470,CHC,Besuki,Besuki,Bus
B6958UD,B,6958,UD,Jadetabek,Jakarta Utara,Motorcycle
B7487ZTU,B,7487,ZTU,Jadetabek,Depok,Bus
B5906SWJ,B,5906,SWJ,Jadetabek,Jakarta Selatan,Motorcycle
R911RP,R,911,RP,Banyumas,Banyumas,Private Car
G7417FDA,G,7417,FDA,Pekalongan,Pekalongan,Bus
P2554QC,P,2554,QC,Besuki,Besuki,Motorcycle
N8651IVP,N,8651,IVP,Malang,Malang,Truck/Commercial
DK1761ZKJ,DK,1761,ZKJ,Bali,Bali,Private Car
DB227TH,DB,227,TH,Sulut,Sulut,Private Car
DA7963FT,DA,7963,FT,Kalsel,Kalsel,Bus
B2904UOM,B,2904,UOM,Jadetabek,Jakarta Utara,Motorcycle
F7210OIS,F,7210,OIS,Bogor/Sukabumi,Bogor/Sukabumi,Bus
B152KTM,B,152,KTM,Jadetabek,Bekasi Kota,Private Car
AD5200GTG,AD,5200,GTG,Surakarta,Surakarta,Motorcycle
DK1021JAL,DK,1021,JAL,Bali,Bali,Private Car
N4853JAK,N,4853,JAK,Malang,Malang,Motorcycle
M504ZJS,M,504,ZJS,Madura,Madura,Private Car
AE7119JB,AE,7119,JB,Madiun,Madiun,Bus
A7038ODW,A,7038,ODW,Banten,Banten,Bus
B9246BZT,B,9246,BZT,Jadetabek,Jakarta Barat,Truck/Commercial
AD7111IF,AD,7111,IF,Surakarta,Surakarta,Bus
AA1155FWL,AA,1155,FWL,Kedu,Kedu,Private Car
F7951OOH,F,7951,OOH,Bogor/Sukabumi,Bogor/Sukabumi,Bus
AB1779BOE,AB,1779,BOE,Yogyakarta,Yogyakarta,Private Car
L9057LHP,L,9057,LHP,Surabaya,Surabaya,Truck/Commercial
H7330JX,H,7330,JX,Semarang,Semarang,Bus
AA7453MNC,AA,7453,MNC,Kedu,Kedu,Bus
N1552QM,N,1552,QM,Malang,Malang,Private Car
B8722UUA,B,8722,UUA,Jadetabek,Jakarta Utara,Truck/Commercial
B724ECD,B,724,ECD,Jadetabek,Depok,Private Car
B48UY,B,48,UY,Jadetabek,Jakarta Utara,Private Car
B9748TR,B,9748,TR,Jadetabek,Jakarta Timur,Truck/Commercial
AD9771HU,AD,9771,HU,Surakarta,Surakarta,Truck/Commercial
P7101YOY,P,7101,YOY,Besuki,Besuki,Bus
H6288GT,H,6288,GT,Semarang,Semarang,Motorcycle
DB306MYF,DB,306,MYF,Sulut,Sulut,Private Car
B8194ZL,B,8194,ZL,Jadetabek,Depok,Truck/Commercial
AD8838IS,AD,8838,IS,Surakarta,Surakarta,Truck/Commercial
D4477RI,D,4477,RI,Bandung Raya,Bandung Raya,Motorcycle
B7375BA,B,7375,BA,Jadetabek,Jakarta Barat,Bus
B7994FI,B,7994,FI,Jadetabek,Bekasi Kab,Bus
DA9883AD,DA,9883,AD,Kalsel,Kalsel,Truck/Commercial
AE5769BD,AE,5769,BD,Madiun,Madiun,Motorcycle
D7900AUW,D,7900,AUW,Bandung Raya,Bandung Raya,Bus
B29SS,B,29,SS,Jadetabek,Jakarta Selatan,Private Car
P8661II,P,8661,II,Besuki,Besuki,Truck/Commercial
B7973TE,B,7973,TE,Jadetabek,Jakarta Timur,Bus
L145XG,L,145,XG,Surabaya,Surabaya,Private Car
AG662BEJ,AG,662,BEJ,Kediri,Kediri,Private Car
DB5801EWM,DB,5801,EWM,Sulut,Sulut,Motorcycle
AG8368MYS,AG,8368,MYS,Kediri,Kediri,Truck/Commercial
DA1144ILT,DA,1144,ILT,Kalsel,Kalsel,Private Car
AB7913ZC,AB,7913,ZC,Yogyakarta,Yogyakarta,Bus
B1222BY,B,1222,BY,Jadetabek,Jakarta Barat,Private Car
T8378TBN,T,8378,TBN,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
M5693ZJ,M,5693,ZJ,Madura,Madura,Motorcycle
L5675JAE,L,5675,JAE,Surabaya,Surabaya,Motorcycle
B1866KB,B,1866,KB,Jadetabek,Bekasi Kota,Private Car
B7591SS,B,7591,SS,Jadetabek,Jakarta Selatan,Bus
H1262DCO,H,1262,DCO,Semarang,Semarang,Private Car
B8290TD,B,8290,TD,Jadetabek,Jakarta Timur,Truck/Commercial
G9426DMW,G,9426,DMW,Pekalongan,Pekalongan,Truck/Commercial
B1657CM,B,1657,CM,Jadetabek,Tangerang Kota,Private Car
DD5498UZT,DD,5498,UZT,Sulsel,Sulsel,Motorcycle
AD26HJ,AD,26,HJ,Surakarta,Surakarta,Private Car
W783LC,W,783,LC,Sidoarjo,Sidoarjo,Private Car
N4208BX,N,4208,BX,Malang,Malang,Motorcycle
AD3803OFZ,AD,3803,OFZ,Surakarta,Surakarta,Motorcycle
D290SJO,D,290,SJO,Bandung Raya,Bandung Raya,Private Car
W5856EX,W,5856,EX,Sidoarjo,Sidoarjo,Motorcycle
M6806AR,M,6806,AR,Madura,Madura,Motorcycle
B3898KU,B,3898,KU,Jadetabek,Bekasi Kota,Motorcycle
B6053BI,B,6053,BI,Jadetabek,Jakarta Barat,Motorcycle
B7630FT,B,7630,FT,Jadetabek,Bekasi Kab,Bus
AA8241SK,AA,8241,SK,Kedu,Kedu,Truck/Commercial
B4061EYS,B,4061,EYS,Jadetabek,Depok,Motorcycle
AA4272EO,AA,4272,EO,Kedu,Kedu,Motorcycle
AE9653ZHO,AE,9653,ZHO,Madiun,Madiun,Truck/Commercial
AA52WHT,AA,52,WHT,Kedu,Kedu,Private Car
E7082ZK,E,7082,ZK,Cirebon/Indramayu,Cirebon/Indramayu,Bus
A4324TPN,A,4324,TPN,Banten,Banten,Motorcycle
B4877WWU,B,4877,WWU,Jadetabek,Tangsel,Motorcycle
B7356TUZ,B,7356,TUZ,Jadetabek,Jakarta Timur,Bus
B7681ZV,B,7681,ZV,Jadetabek,Depok,Bus
B7475TFY,B,7475,TFY,Jadetabek,Jakarta Timur,Bus
B7488CK,B,7488,CK,Jadetabek,Tangerang Kota,Bus
AB4690QO,AB,4690,QO,Yogyakarta,Yogyakarta,Motorcycle
AA9053BDP,AA,9053,BDP,Kedu,Kedu,Truck/Commercial
E7553DKV,E,7553,DKV,Cirebon/Indramayu,Cirebon/Indramayu,Bus
B5718WY,B,5718,WY,Jadetabek,Tangsel,Motorcycle
B7716UDU,B,7716,UDU,Jadetabek,Jakarta Utara,Bus
AG8442HVR,AG,8442,HVR,Kediri,Kediri,Truck/Commercial
E8645VN,E,8645,VN,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
DK903HI,DK,903,HI,Bali,Bali,Private Car
G2610YF,G,2610,YF,Pekalongan,Pekalongan,Motorcycle
D7076DDZ,D,7076,DDZ,Bandung Raya,Bandung Raya,Bus
N8289LRN,N,8289,LRN,Malang,Malang,Truck/Commercial
G7898SQ,G,7898,SQ,Pekalongan,Pekalongan,Bus
AG8714XQW,AG,8714,XQW,Kediri,Kediri,Truck/Commercial
D7891XLS,D,7891,XLS,Bandung Raya,Bandung Raya,Bus
H9096CTN,H,9096,CTN,Semarang,Semarang,Truck/Commercial
D7895NLC,D,7895,NLC,Bandung Raya,Bandung Raya,Bus
KB1115ML,KB,1115,ML,Kalbar,Kalbar,Private Car
KB6902CO,KB,6902,CO,Kalbar,Kalbar,Motorcycle
AD5999CHI,AD,5999,CHI,Surakarta,Surakarta,Motorcycle
B9708BS,B,9708,BS,Jadetabek,Jakarta Barat,Truck/Commercial
A7077GBF,A,7077,GBF,Banten,Banten,Bus
B392FV,B,392,FV,Jadetabek,Bekasi Kab,Private Car
L7203EBS,L,7203,EBS,Surabaya,Surabaya,Bus
R285CS,R,285,CS,Banyumas,Banyumas,Private Car
AA1962OSX,AA,1962,OSX,Kedu,Kedu,Private Car
DK3773ZI,DK,3773,ZI,Bali,Bali,Motorcycle
P1111ZH,P,1111,ZH,Besuki,Besuki,Private Car
B6659PG,B,6659,PG,Jadetabek,Jakarta Pusat,Motorcycle
A2953XEF,A,2953,XEF,Banten,Banten,Motorcycle
B4217CO,B,4217,CO,Jadetabek,Tangerang Kota,Motorcycle
B2859CG,B,2859,CG,Jadetabek,Tangerang Kota,Motorcycle
B923FTZ,B,923,FTZ,Jadetabek,Bekasi Kab,Private Car
G6755ZV,G,6755,ZV,Pekalongan,Pekalongan,Motorcycle
D457KYR,D,457,KYR,Bandung Raya,Bandung Raya,Private Car
B113EI,B,113,EI,Jadetabek,Depok,Private Car
DD7710CS,DD,7710,CS,Sulsel,Sulsel,Bus
S9266VNC,S,9266,VNC,Bojonegoro,Bojonegoro,Truck/Commercial
M8295ZS,M,8295,ZS,Madura,Madura,Truck/Commercial
T6769ZXZ,T,6769,ZXZ,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
M7708RW,M,7708,RW,Madura,Madura,Bus
E9313COA,E,9313,COA,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
B8121FXF,B,8121,FXF,Jadetabek,Bekasi Kab,Truck/Commercial
B4859FR,B,4859,FR,Jadetabek,Bekasi Kab,Motorcycle
DB8363YCA,DB,8363,YCA,Sulut,Sulut,Truck/Commercial
W836WC,W,836,WC,Sidoarjo,Sidoarjo,Private Car
H9175HT,H,9175,HT,Semarang,Semarang,Truck/Commercial
AG7074RRH,AG,7074,RRH,Kediri,Kediri,Bus
AG6988QPM,AG,6988,QPM,Kediri,Kediri,Motorcycle
AE8629MH,AE,8629,MH,Madiun,Madiun,Truck/Commercial
B7477ZBJ,B,7477,ZBJ,Jadetabek,Depok,Bus
B7648PQW,B,7648,PQW,Jadetabek,Jakarta Pusat,Bus
B5262BX,B,5262,BX,Jadetabek,Jakarta Barat,Motorcycle
DB6871SK,DB,6871,SK,Sulut,Sulut,Motorcycle
B34KZ,B,34,KZ,Jadetabek,Bekasi Kota,Private Car
B9369BL,B,9369,BL,Jadetabek,Jakarta Barat,Truck/Commercial
DD5668OOO,DD,5668,OOO,Sulsel,Sulsel,Motorcycle
D1722QCO,D,1722,QCO,Bandung Raya,Bandung Raya,Private Car
AD967IY,AD,967,IY,Surakarta,Surakarta,Private Car
AE4838EZO,AE,4838,EZO,Madiun,Madiun,Motorcycle
AG9100BK,AG,9100,BK,Kediri,Kediri,Truck/Commercial
L4251WKW,L,4251,WKW,Surabaya,Surabaya,Motorcycle
A7009EE,A,7009,EE,Banten,Banten,Bus
E716HOJ,E,716,HOJ,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
B1175SDO,B,1175,SDO,Jadetabek,Jakarta Selatan,Private Car
B530EAT,B,530,EAT,Jadetabek,Depok,Private Car
H9751JD,H,9751,JD,Semarang,Semarang,Truck/Commercial
B8556UG,B,8556,UG,Jadetabek,Jakarta Utara,Truck/Commercial
AE4303FGU,AE,4303,FGU,Madiun,Madiun,Motorcycle
L7731LOX,L,7731,LOX,Surabaya,Surabaya,Bus
E9705QJR,E,9705,QJR,Cirebon/Indramayu,Cirebon/Indramayu,Truck/Commercial
G1747IRU,G,1747,IRU,Pekalongan,Pekalongan,Private Car
S8375DC,S,8375,DC,Bojonegoro,Bojonegoro,Truck/Commercial
DA6461PGY,DA,6461,PGY,Kalsel,Kalsel,Motorcycle
N8502YAL,N,8502,YAL,Malang,Malang,Truck/Commercial
G4620TZ,G,4620,TZ,Pekalongan,Pekalongan,Motorcycle
D532GK,D,532,GK,Bandung Raya,Bandung Raya,Private Car
Z9760DU,Z,9760,DU,Tasikmalaya,Tasikmalaya,Truck/Commercial
DB3368EE,DB,3368,EE,Sulut,Sulut,Motorcycle
AD8259TJF,AD,8259,TJF,Surakarta,Surakarta,Truck/Commercial
F72YXX,F,72,YXX,Bogor/Sukabumi,Bogor/Sukabumi,Private Car
R520AC,R,520,AC,Banyumas,Banyumas,Private Car
DD8931YMB,DD,8931,YMB,Sulsel,Sulsel,Truck/Commercial
H8629ZME,H,8629,ZME,Semarang,Semarang,Truck/Commercial
A8640ZJ,A,8640,ZJ,Banten,Banten,Truck/Commercial
G6962HDI,G,6962,HDI,Pekalongan,Pekalongan,Motorcycle
AD7798USB,AD,7798,USB,Surakarta,Surakarta,Bus
W2162SZO,W,2162,SZO,Sidoarjo,Sidoarjo,Motorcycle
B7859CZ,B,7859,CZ,Jadetabek,Tangerang Kota,Bus
Z5515HPE,Z,5515,HPE,Tasikmalaya,Tasikmalaya,Motorcycle
B7321KOI,B,7321,KOI,Jadetabek,Bekasi Kota,Bus
AA1576EHP,AA,1576,EHP,Kedu,Kedu,Private Car
B2707SDG,B,2707,SDG,Jadetabek,Jakarta Selatan,Motorcycle
B2105KCH,B,2105,KCH,Jadetabek,Bekasi Kota,Motorcycle
DD8160HLC,DD,8160,HLC,Sulsel,Sulsel,Truck/Commercial
A7738FBV,A,7738,FBV,Banten,Banten,Bus
AG7642VN,AG,7642,VN,Kediri,Kediri,Bus
T6125CJC,T,6125,CJC,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
AD9299EYH,AD,9299,EYH,Surakarta,Surakarta,Truck/Commercial
D289MHI,D,289,MHI,Bandung Raya,Bandung Raya,Private Car
B7680WLR,B,7680,WLR,Jadetabek,Tangsel,Bus
P7024UNH,P,7024,UNH,Besuki,Besuki,Bus
B7001WGK,B,7001,WGK,Jadetabek,Tangsel,Bus
Z1974YG,Z,1974,YG,Tasikmalaya,Tasikmalaya,Private Car
A7241PDW,A,7241,PDW,Banten,Banten,Bus
F8300AO,F,8300,AO,Bogor/Sukabumi,Bogor/Sukabumi,Truck/Commercial
AD5070WIF,AD,5070,WIF,Surakarta,Surakarta,Motorcycle
AD8325YX,AD,8325,YX,Surakarta,Surakarta,Truck/Commercial
AE4187FH,AE,4187,FH,Madiun,Madiun,Motorcycle
B9408FGX,B,9408,FGX,Jadetabek,Bekasi Kab,Truck/Commercial
B2343PL,B,2343,PL,Jadetabek,Jakarta Pusat,Motorcycle
DD3871DVQ,DD,3871,DVQ,Sulsel,Sulsel,Motorcycle
B7971FUO,B,7971,FUO,Jadetabek,Bekasi Kab,Bus
AA8285GA,AA,8285,GA,Kedu,Kedu,Truck/Commercial
B789KEX,B,789,KEX,Jadetabek,Bekasi Kota,Private Car
DB214YT,DB,214,YT,Sulut,Sulut,Private Car
W1130XSC,W,1130,XSC,Sidoarjo,Sidoarjo,Private Car
B7787SDG,B,7787,SDG,Jadetabek,Jakarta Selatan,Bus
B8987BU,B,8987,BU,Jadetabek,Jakarta Barat,Truck/Commercial
T9925GV,T,9925,GV,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
B8953TP,B,8953,TP,Jadetabek,Jakarta Timur,Truck/Commercial
AG5430MVP,AG,5430,MVP,Kediri,Kediri,Motorcycle
R201ZV,R,201,ZV,Banyumas,Banyumas,Private Car
KB3985EF,KB,3985,EF,Kalbar,Kalbar,Motorcycle
B8623TF,B,8623,TF,Jadetabek,Jakarta Timur,Truck/Commercial
E7466QC,E,7466,QC,Cirebon/Indramayu,Cirebon/Indramayu,Bus
AE7314PA,AE,7314,PA,Madiun,Madiun,Bus
M1774CXK,M,1774,CXK,Madura,Madura,Private Car
B8162ESW,B,8162,ESW,Jadetabek,Depok,Truck/Commercial
P156EF,P,156,EF,Besuki,Besuki,Private Car
D9248HY,D,9248,HY,Bandung Raya,Bandung Raya,Truck/Commercial
L1114MX,L,1114,MX,Surabaya,Surabaya,Private Car
B7162FP,B,7162,FP,Jadetabek,Bekasi Kab,Bus
AG9389HYX,AG,9389,HYX,Kediri,Kediri,Truck/Commercial
DB9731VW,DB,9731,VW,Sulut,Sulut,Truck/Commercial
S3594NV,S,3594,NV,Bojonegoro,Bojonegoro,Motorcycle
G2508VY,G,2508,VY,Pekalongan,Pekalongan,Motorcycle
B5573BI,B,5573,BI,Jadetabek,Jakarta Barat,Motorcycle
AA948WKR,AA,948,WKR,Kedu,Kedu,Private Car
AG165BJM,AG,165,BJM,Kediri,Kediri,Private Car
P2422HP,P,2422,HP,Besuki,Besuki,Motorcycle
AG6340VEE,AG,6340,VEE,Kediri,Kediri,Motorcycle
B8403CF,B,8403,CF,Jadetabek,Tangerang Kota,Truck/Commercial
G7621WXC,G,7621,WXC,Pekalongan,Pekalongan,Bus
A51BHQ,A,51,BHQ,Banten,Banten,Private Car
AA8626RL,AA,8626,RL,Kedu,Kedu,Truck/Commercial
R2471IHD,R,2471,IHD,Banyumas,Banyumas,Motorcycle
AD7920ZO,AD,7920,ZO,Surakarta,Surakarta,Bus
W1779EFK,W,1779,EFK,Sidoarjo,Sidoarjo,Private Car
L8652XBO,L,8652,XBO,Surabaya,Surabaya,Truck/Commercial
B9089ZY,B,9089,ZY,Jadetabek,Depok,Truck/Commercial
AB1253GCL,AB,1253,GCL,Yogyakarta,Yogyakarta,Private Car
B3669KJ,B,3669,KJ,Jadetabek,Bekasi Kota,Motorcycle
B1306UW,B,1306,UW,Jadetabek,Jakarta Utara,Private Car
G1198IXY,G,1198,IXY,Pekalongan,Pekalongan,Private Car
H2098LEQ,H,2098,LEQ,Semarang,Semarang,Motorcycle
B2570FY,B,2570,FY,Jadetabek,Bekasi Kab,Motorcycle
B1514ZJR,B,1514,ZJR,Jadetabek,Depok,Private Car
B1702PR,B,1702,PR,Jadetabek,Jakarta Pusat,Private Car
B109UWQ,B,109,UWQ,Jadetabek,Jakarta Utara,Private Car
AE7119QCN,AE,7119,QCN,Madiun,Madiun,Bus
H2297QBJ,H,2297,QBJ,Semarang,Semarang,Motorcycle
AE710HJ,AE,710,HJ,Madiun,Madiun,Private Car
Z7151OJ,Z,7151,OJ,Tasikmalaya,Tasikmalaya,Bus
DD716GE,DD,716,GE,Sulsel,Sulsel,Private Car
B9693BK,B,9693,BK,Jadetabek,Jakarta Barat,Truck/Commercial
AB8609AGX,AB,8609,AGX,Yogyakarta,Yogyakarta,Truck/Commercial
DA8205TX,DA,8205,TX,Kalsel,Kalsel,Truck/Commercial
N9477KM,N,9477,KM,Malang,Malang,Truck/Commercial
B7468KSB,B,7468,KSB,Jadetabek,Bekasi Kota,Bus
W3101VMW,W,3101,VMW,Sidoarjo,Sidoarjo,Motorcycle
H5818BAK,H,5818,BAK,Semarang,Semarang,Motorcycle
B693BQ,B,693,BQ,Jadetabek,Jakarta Barat,Private Car
T6185CRR,T,6185,CRR,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
B9252SH,B,9252,SH,Jadetabek,Jakarta Selatan,Truck/Commercial
B7190WB,B,7190,WB,Jadetabek,Tangsel,Bus
A8859UYO,A,8859,UYO,Banten,Banten,Truck/Commercial
F5362DGM,F,5362,DGM,Bogor/Sukabumi,Bogor/Sukabumi,Motorcycle
KB7717SO,KB,7717,SO,Kalbar,Kalbar,Bus
KB7034CM,KB,7034,CM,Kalbar,Kalbar,Bus
AA6471SUP,AA,6471,SUP,Kedu,Kedu,Motorcycle
DA2000PB,DA,2000,PB,Kalsel,Kalsel,Motorcycle
G7019PBK,G,7019,PBK,Pekalongan,Pekalongan,Bus
T2316QW,T,2316,QW,Karawang/Purwakarta,Karawang/Purwakarta,Motorcycle
AA6777XX,AA,6777,XX,Kedu,Kedu,Motorcycle
AG7590RXT,AG,7590,RXT,Kediri,Kediri,Bus
H8069XSK,H,8069,XSK,Semarang,Semarang,Truck/Commercial
B7288FR,B,7288,FR,Jadetabek,Bekasi Kab,Bus
R88IR,R,88,IR,Banyumas,Banyumas,Private Car
B9525FBM,B,9525,FBM,Jadetabek,Bekasi Kab,Truck/Commercial
B9344UEW,B,9344,UEW,Jadetabek,Jakarta Utara,Truck/Commercial
S1443JY,S,1443,JY,Bojonegoro,Bojonegoro,Private Car
K9640SRT,K,9640,SRT,Pati,Pati,Truck/Commercial
B5474TI,B,5474,TI,Jadetabek,Jakarta Timur,Motorcycle
AB2594RON,AB,2594,RON,Yogyakarta,Yogyakarta,Motorcycle
AE9058IY,AE,9058,IY,Madiun,Madiun,Truck/Commercial
B1503EQ,B,1503,EQ,Jadetabek,Depok,Private Car
E6146JS,E,6146,JS,Cirebon/Indramayu,Cirebon/Indramayu,Motorcycle
B960WS,B,960,WS,Jadetabek,Tangsel,Private Car
AB14JMY,AB,14,JMY,Yogyakarta,Yogyakarta,Private Car
DD969LDT,DD,969,LDT,Sulsel,Sulsel,Private Car
KB7289XKG,KB,7289,XKG,Kalbar,Kalbar,Bus
AB27FDP,AB,27,FDP,Yogyakarta,Yogyakarta,Private Car
AG7563MP,AG,7563,MP,Kediri,Kediri,Bus
K8413OFQ,K,8413,OFQ,Pati,Pati,Truck/Commercial
W7609OK,W,7609,OK,Sidoarjo,Sidoarjo,Bus
K8603WL,K,8603,WL,Pati,Pati,Truck/Commercial
N7606AEB,N,7606,AEB,Malang,Malang,Bus
B7158TQ,B,7158,TQ,Jadetabek,Jakarta Timur,Bus
DB1311VJL,DB,1311,VJL,Sulut,Sulut,Private Car
E382HJS,E,382,HJS,Cirebon/Indramayu,Cirebon/Indramayu,Private Car
H5517TM,H,5517,TM,Semarang,Semarang,Motorcycle
B7491EKM,B,7491,EKM,Jadetabek,Depok,Bus
S8379EDY,S,8379,EDY,Bojonegoro,Bojonegoro,Truck/Commercial
T8918UY,T,8918,UY,Karawang/Purwakarta,Karawang/Purwakarta,Truck/Commercial
W124PXD,W,124,PXD,Sidoarjo,Sidoarjo,Private Car
R7000NY,R,7000,NY,Banyumas,Banyumas,Bus
AD7220NK,AD,7220,NK,Surakarta,Surakarta,Bus
D4491FDJ,D,4491,FDJ,Bandung Raya,Bandung Raya,Motorcycle
DA6010AV,DA,6010,AV,Kalsel,Kalsel,Motorcycle
AE7790AQE,AE,7790,AQE,Madiun,Madiun,Bus
B7669CGW,B,7669,CGW,Jadetabek,Tangerang Kota,Bus
K7046CIS,K,7046,CIS,Pati,Pati,Bus
P6028FIN,P,6028,FIN,Besuki,Besuki,Motorcycle
B1941WL,B,1941,WL,Jadetabek,Tangsel,Private Car
AG1798UMP,AG,1798,UMP,Kediri,Kediri,Private Car
B8112WE,B,8112,WE,Jadetabek,Tangsel,Truck/Commercial
DB4145BHZ,DB,4145,BHZ,Sulut,Sulut,Motorcycle
AA6393JW,AA,6393,JW,Kedu,Kedu,Motorcycle
B9360CYT,B,9360,CYT,Jadetabek,Tangerang Kota,Truck/Commercial
H8795UZX,H,8795,UZX,Semarang,Semarang,Truck/Commercial
B7965PW,B,7965,PW,Jadetabek,Jakarta Pusat,Bus
AG6747II,AG,6747,II,Kediri,Kediri,Motorcycle
KB7160XS,KB,7160,XS,Kalbar,Kalbar,Bus
AD1582HJ,AD,1582,HJ,Surakarta,Surakarta,Private Car
AB4475SQ,AB,4475,SQ,Yogyakarta,Yogyakarta,Motorcycle
B8270EH,B,8270,EH,Jadetabek,Depok,Truck/Commercial
F7678ILC,F,7678,ILC,Bogor/Sukabumi,Bogor/Sukabumi,Bus
B1257KRP,B,1257,KRP,Jadetabek,Bekasi Kota,Private Car
D321LQB,D,321,LQB,Bandung Raya,Bandung Raya,Private Car
B9445FGB,B,9445,FGB,Jadetabek,Bekasi Kab,Truck/Commercial
B8927UA,B,8927,UA,Jadetabek,Jakarta Utara,Truck/Commercial
B7256EK,B,7256,EK,Jadetabek,Depok,Bus
A3201PO,A,3201,PO,Banten,Banten,Motorcycle
A1482YQZ,A,1482,YQZ,Banten,Banten,Private Car
AB5692PXD,AB,5692,PXD,Yogyakarta,Yogyakarta,Motorcycle
B579EN,B,579,EN,Jadetabek,Depok,Private Car
B2458ZEE,B,2458,ZEE,Jadetabek,Depok,Motorcycle
DK5045OKY,DK,5045,OKY,Bali,Bali,Motorcycle
H7024MUX,H,7024,MUX,Semarang,Semarang,Bus
B1867WX,B,1867,WX,Jadetabek,Tangsel,Private Car
M4495YQ,M,4495,YQ,Madura,Madura,Motorcycle
A7875QD,A,7875,QD,Banten,Banten,Bus
AB6314NV,AB,6314,NV,Yogyakarta,Yogyakarta,Motorcycle
KB7739MPH,KB,7739,MPH,Kalbar,Kalbar,Bus
B414PUG,B,414,PUG,Jadetabek,Jakarta Pusat,Private Car
B4092KNG,B,4092,KNG,Jadetabek,Bekasi Kota,Motorcycle
KB1082AMQ,KB,1082,AMQ,Kalbar,Kalbar,Private Car
M7615AW,M,7615,AW,Madura,Madura,Bus
